Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
"PlaceWare, Inc.",12/06/2001,C901222786,7371,541511,7,30.00,100.50,9,3i,3i Technology Partners,-
"PlaceWare, Inc.",12/06/2001,C901222786,7371,541511,7,30.00,100.50,9,Apex Venture Partners LLC,Apex Investment Fund III,1.60
"PlaceWare, Inc.",12/06/2001,C901222786,7371,541511,7,30.00,100.50,9,Bay Partners,Bay Partners - Unspecified Fund,-
"PlaceWare, Inc.",12/06/2001,C901222786,7371,541511,7,30.00,100.50,9,Invesco Private Capital Inc,Chancellor V,2.39
"PlaceWare, Inc.",12/06/2001,C901222786,7371,541511,7,30.00,100.50,9,Gic Special Investments Pte Ltd,GIC Special Investments Pte. Ltd. - Direct Investment Fund,-
"PlaceWare, Inc.",12/06/2001,C901222786,7371,541511,7,30.00,100.50,9,InterWest Partners LLC,InterWest Partners - Unspecified Fund,-
"PlaceWare, Inc.",12/06/2001,C901222786,7371,541511,7,30.00,100.50,9,Kinetic Ventures LLC,Kinetic Ventures VII LLC,0.80
"PlaceWare, Inc.",12/06/2001,C901222786,7371,541511,7,30.00,100.50,9,Scale Venture Partners,Scale Venture Partners - Unspecified Fund,-
"PlaceWare, Inc.",12/06/2001,C901222786,7371,541511,7,30.00,100.50,9,XEROX VENTURE CAPITAL,Xerox Venture Capital,-
Planalytics Inc,02/26/2001,C900428957,7375,519130,2,15.00,61.86,4,Exelon Capital Partners,Exelon Capital Partners - Unspecified Fund,-
Planalytics Inc,02/26/2001,C900428957,7375,519130,2,15.00,61.86,4,MVP Capital Partners,MVP Capital Partners -Unspecified Fund,-
Planalytics Inc,02/26/2001,C900428957,7375,519130,2,15.00,61.86,4,TL Ventures Inc,TL Ventures IV,1.32
Planalytics Inc,02/26/2001,C900428957,7375,519130,2,15.00,61.86,4,Wynnefield Capital Advisors,Wynnefield Capital Advisors - Unspecified Fund,-
PlanAnalytics Inc.,01/24/2001,C900978552,6282,523920,2,6.50,10.50,3,Euclidsr Partners LP,EuclidSR Partners,1.00
PlanAnalytics Inc.,01/24/2001,C900978552,6282,523920,2,6.50,10.50,3,Sherpa Partners LLC,Sherpa Trek Fund I,1.00
PlanAnalytics Inc.,01/24/2001,C900978552,6282,523920,2,6.50,10.50,3,Undisclosed Firm,Undisclosed Fund,-
"PlanetOut, Inc.",05/11/2001,C901689914,7375,511210,2,8.20,72.40,8,Baroda Ventures LLC,Baroda Ventures LLC - Unspecified Fund,-
"PlanetOut, Inc.",05/11/2001,C901689914,7375,511210,2,8.20,72.40,8,Episode 1 Partners Ltd,Chase Episode-1,-
"PlanetOut, Inc.",05/11/2001,C901689914,7375,511210,2,8.20,72.40,8,Flatiron Partners,Flatiron Partners - Unspecified Fund,-
"PlanetOut, Inc.",05/11/2001,C901689914,7375,511210,2,8.20,72.40,8,IDG Ventures USA,IDG Ventures - Unspecified Fund,-
"PlanetOut, Inc.",05/11/2001,C901689914,7375,511210,2,8.20,72.40,8,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,-
"PlanetOut, Inc.",05/11/2001,C901689914,7375,511210,2,8.20,72.40,8,Time Warner Investments,Time Warner Investments - Unspecified Fund,-
"PlanetOut, Inc.",05/11/2001,C901689914,7375,511210,2,8.20,72.40,8,Undisclosed Firm,Undisclosed Fund,-
"PlanetOut, Inc.",05/11/2001,C901689914,7375,511210,2,8.20,72.40,8,Undisclosed Firm,Undisclosed Fund,-
"PlanetOut, Inc.",07/20/2001,C901689914,7375,511210,3,5.20,77.60,2,Mayfield Fund,Mayfield X,1.48
"PlanetOut, Inc.",07/20/2001,C901689914,7375,511210,3,5.20,77.60,2,Time Warner Investments,Time Warner Investments - Unspecified Fund,-
Plexus Vaccine,09/30/2001,C901192844,2834,325412,1,0.79,2.90,2,Rockport Capital Partners,Rockport Capital Partners - Unspecified Fund,0.30
Plexus Vaccine,09/30/2001,C901192844,2834,325412,1,0.79,2.90,2,Undisclosed Firm,Undisclosed Fund,-
"Plexxikon, Inc.",05/12/2001,C901184783,2836,325414,1,8.20,16.70,4,Advanced Technology Ventures,Advanced Technology Ventures VI,1.43
"Plexxikon, Inc.",05/12/2001,C901184783,2836,325414,1,8.20,16.70,4,Alta Partners,"Alta California Partners III, L.P.",-
"Plexxikon, Inc.",05/12/2001,C901184783,2836,325414,1,8.20,16.70,4,Cw Group Inc,"CW Ventures III, L.P.",1.65
"Plexxikon, Inc.",05/12/2001,C901184783,2836,325414,1,8.20,16.70,4,Undisclosed Firm,Undisclosed Fund,-
Point Of Careware Com Inc,05/03/2001,C900926133,-,-,3,4.00,11.10,3,ENCOMPASS VENTURES,"EnCompass Group U.S. Information Technology Partners II, LP",0.56
Point Of Careware Com Inc,05/03/2001,C900926133,-,-,3,4.00,11.10,3,"Kirlan Venture Capital, Inc.","Kirlan I, L.P.",0.50
Point Of Careware Com Inc,05/03/2001,C900926133,-,-,3,4.00,11.10,3,Undisclosed Firm,Undisclosed Fund,-
Point.com,03/19/2001,C900573601,7375,519130,7,2.00,5.85,4,Motorola Solutions Venture Capital,Motorola Solutions Venture Capital - Unspecified Fund,-
Point.com,03/19/2001,C900573601,7375,519130,7,2.00,5.85,4,Oak Investment Partners,Oak Investment Partners VIII,0.88
Point.com,03/19/2001,C900573601,7375,519130,7,2.00,5.85,4,Pacific Technology Venture,Pacific Technology Ventures,-
Point.com,03/19/2001,C900573601,7375,519130,7,2.00,5.85,4,Staples Inc,"Staples, Inc. (FKA: Office Mart Holdings Corp.)",-
PointDx,08/10/2001,C901194656,7372,334611,2,2.00,15.00,1,Undisclosed Firm,Undisclosed Fund,-
Pointred Technologies Inc,03/12/2001,C901198513,-,517110,2,2.58,9.55,2,Undisclosed Firm,Undisclosed Fund,2.50
Pointred Technologies Inc,03/12/2001,C901198513,-,517110,2,2.58,9.55,2,Undisclosed Firm,Undisclosed Fund,-
Polaris Wireless Inc,06/20/2001,C901187177,3663,334220,1,6.20,6.20,4,ePlanet Capital,"Draper Fisher Jurvetson ePlanet Ventures, L.P.",1.32
Polaris Wireless Inc,06/20/2001,C901187177,3663,334220,1,6.20,6.20,4,Draper Fisher Jurvetson,"Draper Fisher Jurvetson Fund VII, LP",1.32
Polaris Wireless Inc,06/20/2001,C901187177,3663,334220,1,6.20,6.20,4,Draper Richards LP,"Draper Richards, L.P.",-
Polaris Wireless Inc,06/20/2001,C901187177,3663,334220,1,6.20,6.20,4,Sciens Capital Partners,Zilkha Venture Partners,-
Polish Energy Partners SA,01/01/2001,C900597664,4939,221119,8,0.70,9.20,1,Enterprise Investors Sp z o o,Polish Enterprise Fund,0.70
Polish Energy Partners SA,04/01/2001,C900597664,4939,221119,9,0.30,9.45,1,Enterprise Investors Sp z o o,Polish Enterprise Fund,0.30
"Polychromix, Inc.",08/01/2001,C901192922,3826,334516,1,7.00,13.90,4,Navigator Tech Ventures LLC,Navigator Technology Ventures,-
"Polychromix, Inc.",08/01/2001,C901192922,3826,334516,1,7.00,13.90,4,Pyramid Technology Ventures,Pyramid Technology Ventures - Unspecified Fund,-
"Polychromix, Inc.",08/01/2001,C901192922,3826,334516,1,7.00,13.90,4,Seed Capital Partners,Seed Capital Partners - Unspecified Fund,-
"Polychromix, Inc.",08/01/2001,C901192922,3826,334516,1,7.00,13.90,4,"Vanguard Ventures, Inc.",Vanguard VII,2.50
"Porivo Technologies, Inc.",09/30/2001,C900983889,7379,541519,3,1.70,3.93,2,Aurora Funds Inc,Harbinger/Aurora QP Venture Fund LLC,0.85
"Porivo Technologies, Inc.",09/30/2001,C900983889,7379,541519,3,1.70,3.93,2,Undisclosed Firm,Undisclosed Fund,-
"PortalPlayer, Inc.",01/08/2001,C900544085,7372,511210,3,22.00,65.94,8,Flatiron Partners,"Flatiron Fund 2000, LLC",-
"PortalPlayer, Inc.",01/08/2001,C900544085,7372,511210,3,22.00,65.94,8,LSI Corp,LSI Logic Corporation,-
"PortalPlayer, Inc.",01/08/2001,C900544085,7372,511210,3,22.00,65.94,8,Morgan Stanley Private Equity,Morgan Stanley Private Equity - Unspecified Fund,-
"PortalPlayer, Inc.",01/08/2001,C900544085,7372,511210,3,22.00,65.94,8,Panorama Capital Inc,Panorama Capital - Unspecified Fund,-
"PortalPlayer, Inc.",01/08/2001,C900544085,7372,511210,3,22.00,65.94,8,Techfund Capital LP,TechFund Capital,-
"PortalPlayer, Inc.",01/08/2001,C900544085,7372,511210,3,22.00,65.94,8,Undisclosed Firm,Undisclosed Fund,-
"PortalPlayer, Inc.",01/08/2001,C900544085,7372,511210,3,22.00,65.94,8,Undisclosed Firm,Undisclosed Fund,-
"PortalPlayer, Inc.",01/08/2001,C900544085,7372,511210,3,22.00,65.94,8,Undisclosed Firm,Undisclosed Fund,-
Poseidon Resources Corp,04/03/2001,C900684233,1623,237110,10,0.93,69.69,1,Warburg Pincus LLC,"Warburg Pincus Ventures, L.P.",0.93
Postini Corporation,02/26/2001,C900682267,7372,511210,1,6.00,21.00,3,August Capital Management LLC,August III Fund,-
Postini Corporation,02/26/2001,C900682267,7372,511210,1,6.00,21.00,3,Summit Partners LP,"Summit Accelerator Fund, L.P.",1.74
Postini Corporation,02/26/2001,C900682267,7372,511210,1,6.00,21.00,3,Oracle America Inc,"Sun Microsystems, Inc.",-
PostX Corporation,11/05/2001,C901217450,7372,334611,5,11.00,32.50,4,Alloy Ventures Inc,Alloy Ventures - Unspecified Fund,-
PostX Corporation,11/05/2001,C901217450,7372,334611,5,11.00,32.50,4,Mayfield Fund,Mayfield XI Qualified,5.00
PostX Corporation,11/05/2001,C901217450,7372,334611,5,11.00,32.50,4,Sunrise Ventures,Sunrise Ventures -Unspecified Fund,-
PostX Corporation,11/05/2001,C901217450,7372,334611,5,11.00,32.50,4,Undisclosed Firm,Undisclosed Fund,-
PowerPact LLC,03/31/2001,C901198656,-,-,1,-,9.00,1,"Jefferson Capital Partners, Ltd.","Jefferson Capital Partners II, L.P.",3.00
"PowerTech Group, Inc.",12/07/2001,C900909427,7372,511210,3,5.50,10.00,3,Bluestem Capital Partners,"Bluestem Capital Partners III, L.P.",1.95
"PowerTech Group, Inc.",12/07/2001,C900909427,7372,511210,3,5.50,10.00,3,Seapoint Ventures,"Seapoint Ventures II, L.P.",1.50
"PowerTech Group, Inc.",12/07/2001,C900909427,7372,511210,3,5.50,10.00,3,Undisclosed Firm,Undisclosed Fund,-
"ppoNEXT, Inc.",01/30/2001,C900213140,6324,524114,3,7.19,41.96,2,Frazier Healthcare Partners,"Frazier Healthcare III, L.P.",4.03
"ppoNEXT, Inc.",01/30/2001,C900213140,6324,524114,3,7.19,41.96,2,"New Enterprise Associates, Inc.","New Enterprise Associates VIII, L.P.",3.16
Precision Pharma Services Inc,08/13/2001,C900665281,2836,325414,1,2.94,8.91,2,Ampersand Capital Partners,"Ampersand 1999, L.P.",2.65
Precision Pharma Services Inc,08/13/2001,C900665281,2836,325414,1,2.94,8.91,2,Undisclosed Firm,Undisclosed Fund,-
Prediction Dynamics  Ltd,03/01/2001,C901200163,-,-,1,0.60,5.33,1,Act Venture Capital Ltd,"ACT 1999 Private Equity, L.P.",0.60
"PreEnroll, Inc.",01/01/2001,C901365443,7375,511210,1,0.13,7.50,1,Ascend Venture Group LLC,Ascend Venture Group LLC - Unspecified Fund,-
Premonitia Inc.,03/09/2001,C901181308,-,-,1,3.20,6.23,3,Castile Ventures,"Castile Ventures, L.P.",1.05
Premonitia Inc.,03/09/2001,C901181308,-,-,1,3.20,6.23,3,Lazard Technology Partners,Lazard Technology Partners II,-
Premonitia Inc.,03/09/2001,C901181308,-,-,1,3.20,6.23,3,TL Ventures Inc,TL Ventures V,0.15
Prenova Inc,05/18/2001,C901483866,9611,926110,3,32.50,80.00,2,Frontenac Company LLC,"Frontenac VIII, L.P.",20.00
Prenova Inc,05/18/2001,C901483866,9611,926110,3,32.50,80.00,2,Undisclosed Firm,Undisclosed Fund,-
Prepared Response Inc,11/15/2001,C901373790,7372,511210,1,1.45,7.00,2,Benaroya Capital Company,Benaroya Capital -Unspecified Fund,0.20
Prepared Response Inc,11/15/2001,C901373790,7372,511210,1,1.45,7.00,2,Undisclosed Firm,Undisclosed Fund,-
"PriCare, Inc.",11/27/2001,C900041539,8011,621111,5,-,5.30,1,South Atlantic Venture Fund L P,"South Atlantic Private Equity Fund IV, L.P.",0.18
"Primarion, Inc.",12/31/2001,C900978697,3674,334413,3,47.00,175.73,7,Accel Partners & Co Inc,Accel VIII L.P.,8.53
"Primarion, Inc.",12/31/2001,C900978697,3674,334413,3,47.00,175.73,7,Apv Technology Partners,"APV Technology Partners III, L.P.",1.60
"Primarion, Inc.",12/31/2001,C900978697,3674,334413,3,47.00,175.73,7,Intel Capital Corp,Intel Capital - Unspecified Fund,-
"Primarion, Inc.",12/31/2001,C900978697,3674,334413,3,47.00,175.73,7,Koch Ventures L L C,Koch Genesis LLC - Unspecified Fund,0.50
"Primarion, Inc.",12/31/2001,C900978697,3674,334413,3,47.00,175.73,7,Trilantic Capital Management LP,Trilantic Capital Partners - Unspecified Fund,15.00
"Primarion, Inc.",12/31/2001,C900978697,3674,334413,3,47.00,175.73,7,Undisclosed Firm,Undisclosed Fund,13.00
"Primarion, Inc.",12/31/2001,C900978697,3674,334413,3,47.00,175.73,7,Undisclosed Firm,Undisclosed Fund,0.82
Primary Knowledge,01/01/2001,C900041763,7374,518210,3,2.90,36.60,4,Oak Investment Partners,Oak Investment Partners VIII,-
Primary Knowledge,01/01/2001,C900041763,7374,518210,3,2.90,36.60,4,Vantagepoint Management Inc,"VantagePoint Communications Partners, L.P.",-
Primary Knowledge,01/01/2001,C900041763,7374,518210,3,2.90,36.60,4,Vantagepoint Management Inc,VantagePoint Venture Partners III,-
Princeton Lightwave Inc,01/19/2001,C900986054,3674,334413,2,28.05,62.30,5,Morgenthaler Ventures,"Morgenthaler Partners VI, L.P.",5.34
Princeton Lightwave Inc,01/19/2001,C900986054,3674,334413,2,28.05,62.30,5,Undisclosed Firm,Undisclosed Fund,-
Princeton Lightwave Inc,01/19/2001,C900986054,3674,334413,2,28.05,62.30,5,Venrock Inc,Venrock Associates,1.50
Princeton Lightwave Inc,01/19/2001,C900986054,3674,334413,2,28.05,62.30,5,Venrock Inc,"Venrock Associates II, L.P.",2.16
Princeton Lightwave Inc,01/19/2001,C900986054,3674,334413,2,28.05,62.30,5,Venrock Inc,"Venrock Entrepreneurs Fund, L.P.",0.15
Princeton Lightwave Inc,11/20/2001,C900986054,3674,334413,3,12.00,38.60,4,Morgenthaler Ventures,"Morgenthaler Partners VI, L.P.",4.70
Princeton Lightwave Inc,11/20/2001,C900986054,3674,334413,3,12.00,38.60,4,U.S. Venture Partners,"U.S. Venture Partners VII, L.P.",3.90
Princeton Lightwave Inc,11/20/2001,C900986054,3674,334413,3,12.00,38.60,4,Undisclosed Firm,Undisclosed Fund,-
Princeton Lightwave Inc,11/20/2001,C900986054,3674,334413,3,12.00,38.60,4,Venrock Inc,Venrock Associates - Unspecified Fund,3.30
Printcafe Software Inc,12/15/2001,C000080721,7372,511210,4,15.00,221.10,4,HarbourVest Partners LLC,HarbourVest Partners VI-Direct Fund,4.65
Printcafe Software Inc,12/15/2001,C000080721,7372,511210,4,15.00,221.10,4,J & W Seligman and Co Inc,J&W Seligman & Company,2.79
Printcafe Software Inc,12/15/2001,C000080721,7372,511210,4,15.00,221.10,4,Navigation Capital Partners Inc,Mellon Ventures Direct Investment Fund,7.44
Printcafe Software Inc,12/15/2001,C000080721,7372,511210,4,15.00,221.10,4,Undisclosed Firm,Undisclosed Fund,-
"PrintChannel.com, Inc.",08/31/2001,C900688508,7384,812921,2,6.00,29.44,1,Warburg Pincus LLC,"Warburg Pincus Equity Partners, L.P.",6.00
Printingforless Com Inc,10/31/2001,C900653554,2754,323111,2,0.52,18.52,1,Backfin Capital LLC,Backfin Capital - Unspecified Fund,-
"Prism Gas Systems, Inc.",01/01/2001,C903395315,-,-,2,6.00,7.65,1,Undisclosed Firm,Undisclosed Fund,6.00
Prismtech  Ltd,08/23/2001,C900986090,7372,511210,2,2.20,27.60,3,Act Venture Capital Ltd,"ACT 1999 Private Equity, L.P.",0.78
Prismtech  Ltd,08/23/2001,C900986090,7372,511210,2,2.20,27.60,3,Advent Venture Partners LLP,Advent 2 VCT PLC,0.42
Prismtech  Ltd,08/23/2001,C900986090,7372,511210,2,2.20,27.60,3,Undisclosed Firm,Undisclosed Fund,-
Prismtech  Ltd,12/01/2001,C900986090,7372,511210,3,1.44,12.72,3,Act Venture Capital Ltd,"ACT 1999 Private Equity, L.P.",0.57
Prismtech  Ltd,12/01/2001,C900986090,7372,511210,3,1.44,12.72,3,Advent Venture Partners LLP,Advent 2 VCT PLC,0.29
Prismtech  Ltd,12/01/2001,C900986090,7372,511210,3,1.44,12.72,3,Undisclosed Firm,Undisclosed Fund,-
Privia Inc,10/15/2001,C901187652,7372,511210,2,5.50,11.50,2,Benchmark Capital Management Gesellschaft MBH In Liqu,Benchmark Capital - Unspecified Fund,-
Privia Inc,10/15/2001,C901187652,7372,511210,2,5.50,11.50,2,Venture Strategy Partners LP,Venture Strategy Partners II,1.77
"ProactiveNet, Inc.",06/01/2001,C900701332,7372,334611,6,15.45,63.30,6,Crosspoint Venture Partners,Crosspoint Venture Partners - Unspecified Fund,0.50
"ProactiveNet, Inc.",06/01/2001,C900701332,7372,334611,6,15.45,63.30,6,Dawntreader Ventures,Dawntreader Fund II,-
"ProactiveNet, Inc.",06/01/2001,C900701332,7372,334611,6,15.45,63.30,6,Oak Investment Partners,Oak Investment Partners IX,2.00
"ProactiveNet, Inc.",06/01/2001,C900701332,7372,334611,6,15.45,63.30,6,Sevin Rosen Funds,"Sevin Rosen Fund VI, L.P.",1.75
"ProactiveNet, Inc.",06/01/2001,C900701332,7372,334611,6,15.45,63.30,6,Oracle America Inc,"Sun Microsystems, Inc.",-
"ProactiveNet, Inc.",06/01/2001,C900701332,7372,334611,6,15.45,63.30,6,Soundview Technology Corp,"Wit VC Fund I, L.P.",-
"Procket Networks, Inc.",03/27/2001,C900042672,3577,334119,4,134.00,"1,353.51",5,Fidelity Ventures,Fidelity Ventures - Unspecified Fund,-
"Procket Networks, Inc.",03/27/2001,C900042672,3577,334119,4,134.00,"1,353.51",5,Institutional Venture Partners,"Institutional Venture Partners VIII, L.P.",-
"Procket Networks, Inc.",03/27/2001,C900042672,3577,334119,4,134.00,"1,353.51",5,"New Enterprise Associates, Inc.","New Enterprise Associates 10, L.P.",-
"Procket Networks, Inc.",03/27/2001,C900042672,3577,334119,4,134.00,"1,353.51",5,U.S. Venture Partners,U.S. Venture Partners - Unspecified Fund,-
"Procket Networks, Inc.",03/27/2001,C900042672,3577,334119,4,134.00,"1,353.51",5,Undisclosed Firm,Undisclosed Fund,-
Proficiency Inc,06/12/2001,C900563034,7373,541512,3,27.40,57.54,9,Carmel Ventures IV Principals Fund LP,Carmel Software Fund,7.00
Proficiency Inc,06/12/2001,C900563034,7373,541512,3,27.40,57.54,9,Charles River Ventures LLC,Charles River Partnership IX,0.03
Proficiency Inc,06/12/2001,C900563034,7373,541512,3,27.40,57.54,9,Charles River Ventures LLC,Charles River Partnership X,2.76
Proficiency Inc,06/12/2001,C900563034,7373,541512,3,27.40,57.54,9,Concord Ventures,Concord Ventures II LP,5.00
Proficiency Inc,06/12/2001,C900563034,7373,541512,3,27.40,57.54,9,Tamir Fishman Venture Capital II Ltd,"Eucalyptus Ventures, L.P.",-
Proficiency Inc,06/12/2001,C900563034,7373,541512,3,27.40,57.54,9,Genesis Partners Ltd,Genesis Partners II,5.00
Proficiency Inc,06/12/2001,C900563034,7373,541512,3,27.40,57.54,9,Koor Venture Capital GP,Koor CVC Fund,-
Proficiency Inc,06/12/2001,C900563034,7373,541512,3,27.40,57.54,9,"Pitango Venture Capital Management Israel, Ltd.",Pitango Fund III,-
Proficiency Inc,06/12/2001,C900563034,7373,541512,3,27.40,57.54,9,Trilantic Capital Management LP,Trilantic Capital Partners - Unspecified Fund,-
Project Achieve,03/15/2001,C902995964,7375,517110,3,15.00,26.63,2,Sprout Group,Sprout Capital VIII,3.00
Project Achieve,03/15/2001,C902995964,7375,517110,3,15.00,26.63,2,Undisclosed Firm,Undisclosed Fund,-
"Prolifix Medical, Inc.",03/01/2001,C900701651,3841,339112,4,5.25,16.02,6,Alta Partners,Alta Partners - Unspecified Fund,1.00
"Prolifix Medical, Inc.",03/01/2001,C900701651,3841,339112,4,5.25,16.02,6,CHL Medical Partners LP,"CHL Medical Partners, L.P.",0.17
"Prolifix Medical, Inc.",03/01/2001,C900701651,3841,339112,4,5.25,16.02,6,Highland Capital Partners LLC,Highland Capital Partners LLC - Unspecified Fund,-
"Prolifix Medical, Inc.",03/01/2001,C900701651,3841,339112,4,5.25,16.02,6,Three Arch Partners LP,Three Arch Partners - Unspecified Fund,-
"Prolifix Medical, Inc.",03/01/2001,C900701651,3841,339112,4,5.25,16.02,6,Undisclosed Firm,Undisclosed Fund,-
"Prolifix Medical, Inc.",03/01/2001,C900701651,3841,339112,4,5.25,16.02,6,Undisclosed Firm,Undisclosed Fund,-
"Prolinx, Inc.",05/01/2001,C900043294,8731,541711,12,16.80,46.14,9,Axiom Venture Partners LP,"Axiom Venture Partners III, L.P.",1.73
"Prolinx, Inc.",05/01/2001,C900043294,8731,541711,12,16.80,46.14,9,Scale Venture Partners,BA Venture Partners,-
"Prolinx, Inc.",05/01/2001,C900043294,8731,541711,12,16.80,46.14,9,Sofinnova Ventures Inc,C.V. Sofinnova Venture Partners III,-
"Prolinx, Inc.",05/01/2001,C900043294,8731,541711,12,16.80,46.14,9,MDS DISCOVERY VENTURE MGMT INC,MDS Discovery Venture Management - Unspecified Fund,-
"Prolinx, Inc.",05/01/2001,C900043294,8731,541711,12,16.80,46.14,9,Technology Funding,Technology Funding Venture Partners V,0.75
"Prolinx, Inc.",05/01/2001,C900043294,8731,541711,12,16.80,46.14,9,Tullis Health Investors,"Tullis-Dickerson Capital Focus II, L.P.",2.50
"Prolinx, Inc.",05/01/2001,C900043294,8731,541711,12,16.80,46.14,9,Undisclosed Firm,Undisclosed Fund,-
"Prolinx, Inc.",05/01/2001,C900043294,8731,541711,12,16.80,46.14,9,Undisclosed Firm,Undisclosed Fund,-
"Prolinx, Inc.",05/01/2001,C900043294,8731,541711,12,16.80,46.14,9,Wheatley Partners,Wheatley Partners - Unspecified Fund,-
"Prometheus Laboratories, Inc.",05/11/2001,C900596301,2834,325412,5,35.00,157.00,10,Apax Partners LLP,Apax Partners LLP - Unspecified Fund,-
"Prometheus Laboratories, Inc.",05/11/2001,C900596301,2834,325412,5,35.00,157.00,10,Brentwood Venture Capital,"Brentwood Affiliates Fund, II, L.P.",0.03
"Prometheus Laboratories, Inc.",05/11/2001,C900596301,2834,325412,5,35.00,157.00,10,Brentwood Venture Capital,"Brentwood Associates VIII, L.P.",0.61
"Prometheus Laboratories, Inc.",05/11/2001,C900596301,2834,325412,5,35.00,157.00,10,Capital Resource Partners,"Capital Resource Partners IV, L.P.",-
"Prometheus Laboratories, Inc.",05/11/2001,C900596301,2834,325412,5,35.00,157.00,10,Credit Suisse Private Equity,Credit Suisse Private Equity - Unspecified Fund,-
"Prometheus Laboratories, Inc.",05/11/2001,C900596301,2834,325412,5,35.00,157.00,10,Pamlico Capital Management LP,Pamlico Capital - Unspecified Fund,-
"Prometheus Laboratories, Inc.",05/11/2001,C900596301,2834,325412,5,35.00,157.00,10,Sprout Group,Sprout Capital VII,0.96
"Prometheus Laboratories, Inc.",05/11/2001,C900596301,2834,325412,5,35.00,157.00,10,Sprout Group,"Sprout CEO Fund, L.P.",0.01
"Prometheus Laboratories, Inc.",05/11/2001,C900596301,2834,325412,5,35.00,157.00,10,St Paul Venture Capital Inc,St. Paul Venture Capital VI,1.36
"Prometheus Laboratories, Inc.",05/11/2001,C900596301,2834,325412,5,35.00,157.00,10,Windamere Venture Partners LLC,Windamere Venture Partners II,-
"promoOrder, Inc.",05/23/2001,C901289453,-,-,3,6.00,10.00,3,Polaris Venture Partners,"Polaris Venture Partners III, L.P.",4.80
"promoOrder, Inc.",05/23/2001,C901289453,-,-,3,6.00,10.00,3,Undisclosed Firm,Undisclosed Fund,-
