"","investment.date","company.id","firm.name","round.number","amount","valuation","equity.invested","equity","cum.inv.by.firm","max.cum.inv.by.firm","max.cum.inv.cum","lead.vc","lead.firm","lead.firm.1","lead.firm.2","lead.firm.3","lead.firm.4","lead.firm.5","lead.firm.6","lead.firm.7","lead.firm.8","lead.firm.9","lead.firm.10"
"720",1996-11-20,"Company H","Fund 9",2,8,23,5,57,6,11,11,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",1997-01-22,"Company H","Fund 1",3,10,39,5,118,8,27,27,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",1997-01-22,"Company H","Fund 10",3,5,32,13,118,17,27,27,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",1997-01-22,"Company H","Fund 2",3,3,32,16,118,25,27,27,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",1997-01-22,"Company H","Fund 3",3,6,34,15,118,21,27,27,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",1997-01-22,"Company H","Fund 4",3,2,27,5,118,10,27,27,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",1997-01-22,"Company H","Fund 5",3,8,34,6,118,12,27,27,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",1997-01-22,"Company H","Fund 6",3,1,31,16,118,23,27,27,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",1997-01-22,"Company H","Fund 7",3,7,38,13,118,23,27,27,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",1997-01-22,"Company H","Fund 8",3,1,39,16,118,27,27,27,TRUE,"Fund 8","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",1997-01-22,"Company H","Fund 9",3,1,33,13,118,19,27,27,FALSE,NA,"Fund 8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",1997-03-01,"Company H","Fund 1",4,10,32,15,162,23,44,44,FALSE,NA,"Fund 2","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA
"732",1997-03-01,"Company H","Fund 10",4,7,24,18,162,35,44,44,FALSE,NA,"Fund 2","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA
"733",1997-03-01,"Company H","Fund 2",4,4,27,19,162,44,44,44,TRUE,"Fund 2","Fund 2","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA
"734",1997-03-01,"Company H","Fund 3",4,3,23,21,162,42,44,44,FALSE,NA,"Fund 2","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA
"735",1997-03-01,"Company H","Fund 4",4,7,39,7,162,17,44,44,FALSE,NA,"Fund 2","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA
"736",1997-03-01,"Company H","Fund 5",4,8,36,14,162,26,44,44,FALSE,NA,"Fund 2","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA
"737",1997-03-01,"Company H","Fund 6",4,3,23,17,162,40,44,44,FALSE,NA,"Fund 2","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA
"738",1997-03-01,"Company H","Fund 7",4,5,36,20,162,43,44,44,FALSE,NA,"Fund 2","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA
"739",1997-03-01,"Company H","Fund 8",4,1,27,17,162,44,44,44,TRUE,"Fund 8","Fund 2","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA
"740",1997-03-01,"Company H","Fund 9",4,9,21,14,162,33,44,44,FALSE,NA,"Fund 2","Fund 8",NA,NA,NA,NA,NA,NA,NA,NA
"741",1997-05-23,"Company H","Fund 1",5,2,30,25,219,48,68,68,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",1997-05-23,"Company H","Fund 10",5,5,39,25,219,60,68,68,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",1997-05-23,"Company H","Fund 2",5,6,36,23,219,67,68,68,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",1997-05-23,"Company H","Fund 3",5,4,23,24,219,66,68,68,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",1997-05-23,"Company H","Fund 4",5,10,33,14,219,31,68,68,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",1997-05-23,"Company H","Fund 5",5,10,22,22,219,48,68,68,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",1997-05-23,"Company H","Fund 6",5,10,34,20,219,60,68,68,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",1997-05-23,"Company H","Fund 7",5,2,38,25,219,68,68,68,TRUE,"Fund 7","Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",1997-05-23,"Company H","Fund 8",5,1,39,18,219,62,68,68,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",1997-05-23,"Company H","Fund 9",5,2,28,23,219,56,68,68,FALSE,NA,"Fund 7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",1997-06-02,"Company H","Fund 1",6,1,36,27,271,75,96,96,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",1997-06-02,"Company H","Fund 10",6,8,25,30,271,90,96,96,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",1997-06-02,"Company H","Fund 2",6,9,36,29,271,96,96,96,TRUE,"Fund 2","Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",1997-06-02,"Company H","Fund 3",6,6,28,28,271,94,96,96,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",1997-06-02,"Company H","Fund 4",6,5,40,24,271,55,96,96,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",1997-06-02,"Company H","Fund 5",6,4,40,32,271,80,96,96,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",1997-06-02,"Company H","Fund 6",6,6,21,30,271,90,96,96,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",1997-06-02,"Company H","Fund 7",6,3,28,27,271,95,96,96,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",1997-06-02,"Company H","Fund 8",6,5,40,19,271,81,96,96,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",1997-06-02,"Company H","Fund 9",6,3,21,25,271,81,96,96,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",1997-06-05,"Company H","Fund 1",7,6,38,28,321,103,134,134,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",1997-06-05,"Company H","Fund 10",7,3,25,38,321,128,134,134,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",1997-06-05,"Company H","Fund 2",7,2,37,38,321,134,134,134,TRUE,"Fund 2","Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",1997-06-05,"Company H","Fund 3",7,10,29,34,321,128,134,134,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",1997-06-05,"Company H","Fund 4",7,5,32,29,321,84,134,134,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",1997-06-05,"Company H","Fund 5",7,9,27,36,321,116,134,134,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",1997-06-05,"Company H","Fund 6",7,10,27,36,321,126,134,134,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",1997-06-05,"Company H","Fund 7",7,1,27,30,321,125,134,134,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",1997-06-05,"Company H","Fund 8",7,8,27,24,321,105,134,134,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",1997-06-05,"Company H","Fund 9",7,1,34,28,321,109,134,134,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",1997-12-10,"Company H","Fund 1",8,4,24,34,376,137,174,174,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",1997-12-10,"Company H","Fund 10",8,5,39,41,376,169,174,174,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",1997-12-10,"Company H","Fund 2",8,6,24,40,376,174,174,174,TRUE,"Fund 2","Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",1997-12-10,"Company H","Fund 3",8,10,39,44,376,172,174,174,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",1997-12-10,"Company H","Fund 4",8,4,38,34,376,118,174,174,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",1997-12-10,"Company H","Fund 5",8,7,29,45,376,161,174,174,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",1997-12-10,"Company H","Fund 6",8,9,31,46,376,172,174,174,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",1997-12-10,"Company H","Fund 7",8,4,22,31,376,156,174,174,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",1997-12-10,"Company H","Fund 8",8,1,37,32,376,137,174,174,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",1997-12-10,"Company H","Fund 9",8,1,40,29,376,138,174,174,FALSE,NA,"Fund 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",1998-01-02,"Company H","Fund 1",9,9,26,38,427,175,227,227,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",1998-01-02,"Company H","Fund 10",9,2,22,46,427,215,227,227,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",1998-01-02,"Company H","Fund 2",9,5,34,46,427,220,227,227,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",1998-01-02,"Company H","Fund 3",9,6,30,54,427,226,227,227,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",1998-01-02,"Company H","Fund 4",9,3,39,38,427,156,227,227,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",1998-01-02,"Company H","Fund 5",9,10,24,52,427,213,227,227,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",1998-01-02,"Company H","Fund 6",9,9,33,55,427,227,227,227,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",1998-01-02,"Company H","Fund 7",9,10,39,35,427,191,227,227,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",1998-01-02,"Company H","Fund 8",9,1,35,33,427,170,227,227,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",1998-01-02,"Company H","Fund 9",9,3,39,30,427,168,227,227,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",1998-03-16,"Company H","Fund 1",10,8,22,47,485,222,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",1998-03-16,"Company H","Fund 10",10,6,40,48,485,263,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",1998-03-16,"Company H","Fund 2",10,3,32,51,485,271,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",1998-03-16,"Company H","Fund 3",10,7,26,60,485,286,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",1998-03-16,"Company H","Fund 4",10,7,28,41,485,197,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",1998-03-16,"Company H","Fund 5",10,6,22,62,485,275,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",1998-03-16,"Company H","Fund 6",10,10,21,64,485,291,291,291,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",1998-03-16,"Company H","Fund 7",10,7,29,45,485,236,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",1998-03-16,"Company H","Fund 8",10,6,22,34,485,204,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",1998-03-16,"Company H","Fund 9",10,5,31,33,485,201,291,291,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",1998-05-08,"Company I","Fund 1",1,4,37,1,10,1,1,1,TRUE,"Fund 1","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"802",1998-05-08,"Company I","Fund 10",1,9,22,1,10,1,1,1,TRUE,"Fund 10","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"803",1998-05-08,"Company I","Fund 2",1,3,34,1,10,1,1,1,TRUE,"Fund 2","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"804",1998-05-08,"Company I","Fund 3",1,5,36,1,10,1,1,1,TRUE,"Fund 3","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"805",1998-05-08,"Company I","Fund 4",1,9,34,1,10,1,1,1,TRUE,"Fund 4","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"806",1998-05-08,"Company I","Fund 5",1,10,26,1,10,1,1,1,TRUE,"Fund 5","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"807",1998-05-08,"Company I","Fund 6",1,10,36,1,10,1,1,1,TRUE,"Fund 6","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"808",1998-05-08,"Company I","Fund 7",1,2,21,1,10,1,1,1,TRUE,"Fund 7","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"809",1998-05-08,"Company I","Fund 8",1,8,38,1,10,1,1,1,TRUE,"Fund 8","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"810",1998-05-08,"Company I","Fund 9",1,4,32,1,10,1,1,1,TRUE,"Fund 9","Fund 1","Fund 10","Fund 2","Fund 3","Fund 4","Fund 5","Fund 6","Fund 7","Fund 8","Fund 9"
"811",1998-06-22,"Company I","Fund 1",2,3,36,4,64,5,11,11,FALSE,NA,"Fund 5","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA
"812",1998-06-22,"Company I","Fund 10",2,5,30,9,64,10,11,11,FALSE,NA,"Fund 5","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA
"813",1998-06-22,"Company I","Fund 2",2,5,26,3,64,4,11,11,FALSE,NA,"Fund 5","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA
"814",1998-06-22,"Company I","Fund 3",2,2,40,5,64,6,11,11,FALSE,NA,"Fund 5","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA
"815",1998-06-22,"Company I","Fund 4",2,1,31,9,64,10,11,11,FALSE,NA,"Fund 5","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA
"816",1998-06-22,"Company I","Fund 5",2,3,34,10,64,11,11,11,TRUE,"Fund 5","Fund 5","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA
"817",1998-06-22,"Company I","Fund 6",2,9,30,10,64,11,11,11,TRUE,"Fund 6","Fund 5","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA
"818",1998-06-22,"Company I","Fund 7",2,7,26,2,64,3,11,11,FALSE,NA,"Fund 5","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA
"819",1998-06-22,"Company I","Fund 8",2,1,33,8,64,9,11,11,FALSE,NA,"Fund 5","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA
"820",1998-06-22,"Company I","Fund 9",2,10,27,4,64,5,11,11,FALSE,NA,"Fund 5","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA
"821",1998-09-18,"Company I","Fund 1",3,2,31,7,110,12,30,30,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",1998-09-18,"Company I","Fund 10",3,4,22,14,110,24,30,30,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",1998-09-18,"Company I","Fund 2",3,5,40,8,110,12,30,30,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",1998-09-18,"Company I","Fund 3",3,9,35,7,110,13,30,30,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",1998-09-18,"Company I","Fund 4",3,8,22,10,110,20,30,30,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",1998-09-18,"Company I","Fund 5",3,2,28,13,110,24,30,30,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",1998-09-18,"Company I","Fund 6",3,4,33,19,110,30,30,30,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",1998-09-18,"Company I","Fund 7",3,9,31,9,110,12,30,30,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",1998-09-18,"Company I","Fund 8",3,1,37,9,110,18,30,30,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",1998-09-18,"Company I","Fund 9",3,1,23,14,110,19,30,30,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",1998-09-27,"Company I","Fund 1",4,8,28,9,155,21,53,53,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"832",1998-09-27,"Company I","Fund 10",4,3,23,18,155,42,53,53,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",1998-09-27,"Company I","Fund 2",4,2,40,13,155,25,53,53,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",1998-09-27,"Company I","Fund 3",4,8,32,16,155,29,53,53,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",1998-09-27,"Company I","Fund 4",4,3,36,18,155,38,53,53,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",1998-09-27,"Company I","Fund 5",4,8,23,15,155,39,53,53,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",1998-09-27,"Company I","Fund 6",4,5,32,23,155,53,53,53,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"838",1998-09-27,"Company I","Fund 7",4,9,29,18,155,30,53,53,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",1998-09-27,"Company I","Fund 8",4,10,37,10,155,28,53,53,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",1998-09-27,"Company I","Fund 9",4,9,39,15,155,34,53,53,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",1998-11-14,"Company I","Fund 1",5,8,26,17,220,38,81,81,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",1998-11-14,"Company I","Fund 10",5,6,23,21,220,63,81,81,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"843",1998-11-14,"Company I","Fund 2",5,5,24,15,220,40,81,81,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",1998-11-14,"Company I","Fund 3",5,7,28,24,220,53,81,81,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",1998-11-14,"Company I","Fund 4",5,10,26,21,220,59,81,81,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",1998-11-14,"Company I","Fund 5",5,9,31,23,220,62,81,81,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",1998-11-14,"Company I","Fund 6",5,7,36,28,220,81,81,81,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",1998-11-14,"Company I","Fund 7",5,7,39,27,220,57,81,81,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",1998-11-14,"Company I","Fund 8",5,5,38,20,220,48,81,81,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"850",1998-11-14,"Company I","Fund 9",5,9,33,24,220,58,81,81,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",1999-01-10,"Company I","Fund 1",6,5,40,25,293,63,116,116,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"852",1999-01-10,"Company I","Fund 10",6,2,30,27,293,90,116,116,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"853",1999-01-10,"Company I","Fund 2",6,7,24,20,293,60,116,116,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"854",1999-01-10,"Company I","Fund 3",6,5,38,31,293,84,116,116,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"855",1999-01-10,"Company I","Fund 4",6,9,32,31,293,90,116,116,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"856",1999-01-10,"Company I","Fund 5",6,3,28,32,293,94,116,116,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"857",1999-01-10,"Company I","Fund 6",6,5,38,35,293,116,116,116,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"858",1999-01-10,"Company I","Fund 7",6,10,27,34,293,91,116,116,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"859",1999-01-10,"Company I","Fund 8",6,6,23,25,293,73,116,116,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"860",1999-01-10,"Company I","Fund 9",6,6,28,33,293,91,116,116,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"861",1999-02-01,"Company I","Fund 1",7,5,21,30,351,93,156,156,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"862",1999-02-01,"Company I","Fund 10",7,8,34,29,351,119,156,156,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"863",1999-02-01,"Company I","Fund 2",7,8,25,27,351,87,156,156,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"864",1999-02-01,"Company I","Fund 3",7,6,39,36,351,120,156,156,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"865",1999-02-01,"Company I","Fund 4",7,9,40,40,351,130,156,156,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"866",1999-02-01,"Company I","Fund 5",7,8,21,35,351,129,156,156,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"867",1999-02-01,"Company I","Fund 6",7,6,25,40,351,156,156,156,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"868",1999-02-01,"Company I","Fund 7",7,7,39,44,351,135,156,156,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"869",1999-02-01,"Company I","Fund 8",7,3,22,31,351,104,156,156,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"870",1999-02-01,"Company I","Fund 9",7,3,21,39,351,130,156,156,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"871",1999-02-04,"Company I","Fund 1",8,3,30,35,414,128,202,202,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"872",1999-02-04,"Company I","Fund 10",8,4,22,37,414,156,202,202,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"873",1999-02-04,"Company I","Fund 2",8,6,26,35,414,122,202,202,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"874",1999-02-04,"Company I","Fund 3",8,6,39,42,414,162,202,202,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"875",1999-02-04,"Company I","Fund 4",8,9,26,49,414,179,202,202,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"876",1999-02-04,"Company I","Fund 5",8,4,28,43,414,172,202,202,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"877",1999-02-04,"Company I","Fund 6",8,6,31,46,414,202,202,202,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"878",1999-02-04,"Company I","Fund 7",8,5,32,51,414,186,202,202,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"879",1999-02-04,"Company I","Fund 8",8,2,28,34,414,138,202,202,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"880",1999-02-04,"Company I","Fund 9",8,9,38,42,414,172,202,202,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"881",1999-03-18,"Company I","Fund 1",9,3,31,38,468,166,254,254,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"882",1999-03-18,"Company I","Fund 10",9,10,37,41,468,197,254,254,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",1999-03-18,"Company I","Fund 2",9,1,36,41,468,163,254,254,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",1999-03-18,"Company I","Fund 3",9,2,29,48,468,210,254,254,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"885",1999-03-18,"Company I","Fund 4",9,7,31,58,468,237,254,254,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"886",1999-03-18,"Company I","Fund 5",9,2,35,47,468,219,254,254,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"887",1999-03-18,"Company I","Fund 6",9,4,25,52,468,254,254,254,TRUE,"Fund 6","Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"888",1999-03-18,"Company I","Fund 7",9,7,38,56,468,242,254,254,FALSE,NA,"Fund 6",NA,NA,NA,NA,NA,NA,NA,NA,NA
